0.000000,65374.461980
21.068032,64737.446198
42.136064,64153.515065
63.204097,63516.499283
84.272129,62879.483501
105.340161,62242.467719
126.408193,61658.536585
147.476225,61074.605452
168.544257,60490.674319
189.612290,60119.081779
210.680322,59853.658537
231.748354,59694.404591
252.816386,59959.827834
273.884418,60278.335725
294.952451,60703.012912
316.020483,61340.028694
337.088515,61977.044476
358.156547,62614.060258
379.224579,63251.076040
400.292612,63888.091822
421.360644,64525.107604
442.428676,65162.123386
463.496708,65746.054519
484.564740,66117.647059
505.632772,66436.154950
526.700805,66754.662841
547.768837,67126.255380
568.836869,67444.763271
589.904901,67657.101865
610.972933,67710.186514
632.040966,67710.186514
653.108998,67763.271162
674.177030,67816.355811
695.245062,67816.355811
716.313094,67869.440459
737.381127,67922.525108
758.449159,67975.609756
779.517191,68028.694405
800.585223,68028.694405
821.653255,68028.694405
842.721287,68081.779053
863.789320,68081.779053
884.857352,68081.779053
905.925384,68081.779053
926.993416,68081.779053
948.061448,68081.779053
969.129481,68081.779053
990.197513,68081.779053
1011.265545,68081.779053
1053.401609,67975.609756
1074.469642,67763.271162
1095.537674,67497.847920
1116.605706,67232.424677
1137.673738,66913.916786
1158.741770,66648.493544
1179.809802,66276.901004
1200.877835,65746.054519
1221.945867,65162.123386
1243.013899,64578.192253
1264.081931,64047.345768
1285.149963,63410.329986
1306.217996,62879.483501
1327.286028,62348.637016
1348.354060,61711.621234
1369.422092,61233.859397
1390.490124,60915.351506
1411.558157,60649.928264
1432.626189,60384.505022
1453.694221,60437.589670
1474.762253,60596.843615
1495.830285,60915.351506
1516.898317,61286.944046
1537.966350,61605.451937
1559.034382,61977.044476
1580.102414,62348.637016
1601.170446,62667.144907
1622.238478,63038.737446
1643.306511,63410.329986
1664.374543,63781.922525
1685.442575,64100.430416
1706.510607,64312.769010
1727.578639,64578.192253
1748.646672,64896.700143
1769.714704,65162.123386
1790.782736,65427.546628
1811.850768,65586.800574
1832.918800,65799.139168
1853.986832,66011.477762
1875.054865,66170.731707
1896.122897,66329.985653
1917.190929,66542.324247
1938.258961,66754.662841
1959.326993,66967.001435
1980.395026,67073.170732
2001.463058,67232.424677
2022.531090,67391.678623
2043.599122,67604.017217
2064.667154,67710.186514
2085.735187,67869.440459
2106.803219,67975.609756
2127.871251,68187.948350
2148.939283,68294.117647
2170.007315,68400.286944
2191.075347,68506.456241
2212.143380,68612.625538
2233.211412,68824.964132
2254.279444,68931.133429
2275.347476,69037.302726
2296.415508,69143.472023
2317.483541,69249.641320
2338.551573,69302.725968
2359.619605,69249.641320
2380.687637,69143.472023
2401.755669,69037.302726
2422.823702,68931.133429
2443.891734,68824.964132
2464.959766,68718.794835
2486.027798,68718.794835
2507.095830,68612.625538
2528.163862,68506.456241
2549.231895,68400.286944
2570.299927,68294.117647
2591.367959,68187.948350
2612.435991,68134.863702
2633.504023,68081.779053
2654.572056,67975.609756
2675.640088,67869.440459
2696.708120,67816.355811
2717.776152,67710.186514
2738.844184,67657.101865
2759.912217,67550.932568
2780.980249,67497.847920
2802.048281,67391.678623
2823.116313,67285.509326
2844.184345,67232.424677
2865.252377,67179.340029
2886.320410,67073.170732
2907.388442,66967.001435
2928.456474,66967.001435
2949.524506,67020.086083
2970.592538,67073.170732
2991.660571,67179.340029
3012.728603,67232.424677
3033.796635,67338.593974
3054.864667,67391.678623
3075.932699,67497.847920
3097.000732,67550.932568
3118.068764,67657.101865
3139.136796,67710.186514
3160.204828,67816.355811
3181.272860,67869.440459
3202.340892,67975.609756
3223.408925,68081.779053
3244.476957,68187.948350
3265.544989,68241.032999
3286.613021,68347.202296
3307.681053,68453.371593
3328.749086,68559.540890
3349.817118,68665.710187
3370.885150,68771.879484
3391.953182,68878.048780
3413.021214,68984.218077
3434.089247,69037.302726
3455.157279,69143.472023
3476.225311,69249.641320
3497.293343,69355.810617
3518.361375,69408.895265
3539.429407,69355.810617
3560.497440,69249.641320
3581.565472,69037.302726
3602.633504,68931.133429
3623.701536,68718.794835
